OrderKey;LineNumber;OrderDate;DeliveryDate;CustomerKey;StoreKey;ProductKey;Quantity;UnitPrice;UnitCost
1060014;2;25.11.2017;25.11.2017;1407602;570;73;3;39,319;18,081
1060015;0;25.11.2017;25.11.2017;330622;80;693;1;582,01724;192,8281572
1060016;0;25.11.2017;30.11.2017;170081;999999;1342;5;88,17984;29,2253184
1060017;0;25.11.2017;03.12.2017;774315;999999;592;1;840,27608;428,389248
1060018;0;25.11.2017;01.12.2017;595657;999999;27;1;138,0123993;63,4691339
1060019;0;25.11.2017;30.11.2017;978439;999999;1643;3;39,08775312;17,97712488
1060020;0;25.11.2017;25.11.2017;874078;340;1413;4;402,793664;185,2312
1060021;0;25.11.2017;28.11.2017;1095503;999999;2517;7;4,0219296;2,05298496
1060021;1;25.11.2017;28.11.2017;1095503;999999;1236;4;183,387984;93,4986078
1060021;2;25.11.2017;28.11.2017;1095503;999999;2096;3;539,921538;248,2900721
1060022;0;25.11.2017;25.11.2017;1045202;380;75;1;23,35045284;10,73690124
1060022;1;25.11.2017;25.11.2017;1045202;380;61;2;111,3684312;51,21717245
1060023;0;25.11.2017;25.11.2017;788695;300;1686;1;5,29677036;2,69763984
1060023;1;25.11.2017;25.11.2017;788695;300;1599;2;43,85938032;20,17167768
1060023;2;25.11.2017;25.11.2017;788695;300;1861;3;690,3381593;351,9557824
1060024;0;25.11.2017;25.11.2017;793704;300;2374;3;138,0745359;70,39391811
1060024;1;25.11.2017;25.11.2017;793704;300;1478;8;404,1408;185,8508826
1060024;2;25.11.2017;25.11.2017;793704;300;2051;1;124,2663919;57,14500394
1060024;3;25.11.2017;25.11.2017;793704;300;1429;1;389,322304;179,0343744
1060025;0;25.11.2017;02.12.2017;1666837;999999;1503;1;430,4;197,92
1060025;1;25.11.2017;02.12.2017;1666837;999999;623;4;4998;1655,94
1060026;0;25.11.2017;28.11.2017;97760;999999;347;1;1537,8984;707,223312
1061000;0;26.11.2017;30.11.2017;492412;999999;1341;1;21,554176;10,99262976
1061000;1;26.11.2017;30.11.2017;492412;999999;1263;3;76,60741452;39,05347264
1061000;2;26.11.2017;30.11.2017;492412;999999;1811;8;24,248448;12,35913084
1061000;3;26.11.2017;30.11.2017;492412;999999;1511;2;308,494144;141,8668922
1061000;4;26.11.2017;30.11.2017;492412;999999;1711;4;53,14198932;24,437889
1061001;0;26.11.2017;29.11.2017;1810635;999999;657;1;298;137,04
1061001;1;26.11.2017;29.11.2017;1810635;999999;1618;1;53,091;24,417
1061001;2;26.11.2017;29.11.2017;1810635;999999;1411;1;428,8;197,184
1061001;3;26.11.2017;29.11.2017;1810635;999999;1337;4;75,904;34,912
1062000;0;27.11.2017;27.11.2017;1328211;570;1689;7;4,482;2,286
1062000;1;27.11.2017;27.11.2017;1328211;570;1754;1;80,1;36,837
1062000;2;27.11.2017;27.11.2017;1328211;570;1631;1;11,394;5,238
1062000;3;27.11.2017;27.11.2017;1328211;570;504;2;1738;575,84
1062000;4;27.11.2017;27.11.2017;1328211;570;1651;1;143,991;66,213
1062001;0;27.11.2017;27.11.2017;1400780;440;1603;2;98,991;50,472
1062002;0;27.11.2017;27.11.2017;7440;50;1581;1;258,183261;85,54236264
1062002;1;27.11.2017;27.11.2017;7440;50;443;7;914,31718;420,4549118
1062003;0;27.11.2017;27.11.2017;2040312;530;418;1;539,9;275,26
1062003;1;27.11.2017;27.11.2017;2040312;530;2182;2;1353;448,2776
1062004;0;27.11.2017;27.11.2017;1549645;465;803;1;35,8;18,26
1062004;1;27.11.2017;27.11.2017;1549645;465;351;3;672;342,6
1062004;2;27.11.2017;27.11.2017;1549645;465;55;5;242,72;80,4174
1062005;0;27.11.2017;27.11.2017;276105;72;1613;10;125,5275174;64,00202904
1062005;1;27.11.2017;27.11.2017;276105;72;1620;4;69,60563037;32,01242715
1062005;2;27.11.2017;27.11.2017;276105;72;504;1;2203,90566;730,2054288
1062006;0;27.11.2017;27.11.2017;436716;220;417;2;1002,34264;460,9437456
1062006;1;27.11.2017;27.11.2017;436716;220;1656;2;120,4743899;55,39909284
1062006;2;27.11.2017;27.11.2017;436716;220;45;4;159,1700032;73,19761914
1062006;3;27.11.2017;27.11.2017;436716;220;2289;3;157,7909872;72,55956698
1062007;0;27.11.2017;27.11.2017;820609;340;1650;3;218,3659499;72,34939296
1062007;1;27.11.2017;27.11.2017;820609;340;217;2;526,355388;242,0481773
1062008;0;27.11.2017;27.11.2017;1941282;570;1008;3;239,85;110,292
1062009;0;27.11.2017;27.11.2017;774361;300;2085;1;1011,96446;335,2861231
1062009;1;27.11.2017;27.11.2017;774361;300;1691;2;4,05873468;2,070783
1062010;0;27.11.2017;27.11.2017;1577121;560;1617;3;52,191;24,003
1062010;1;27.11.2017;27.11.2017;1577121;560;1777;10;38,7;19,728
1062011;0;27.11.2017;02.12.2017;1053560;999999;2135;1;457,4258498;210,3512618
1062011;1;27.11.2017;02.12.2017;1053560;999999;2147;3;457,4258498;210,3512618
1063000;0;28.11.2017;28.11.2017;1853670;430;1603;4;98,991;50,472
1063000;1;28.11.2017;28.11.2017;1853670;430;66;3;21,0658;10,742
1063001;0;28.11.2017;28.11.2017;1951890;570;2049;6;546,0708;180,9248
1063001;1;28.11.2017;28.11.2017;1951890;570;2111;4;719,55;330,8946
1063001;2;28.11.2017;28.11.2017;1951890;570;1546;2;483,2;160,096
1063002;0;28.11.2017;28.11.2017;1898783;660;1301;4;123,5;56,797
1063002;1;28.11.2017;28.11.2017;1898783;660;2238;7;521,5118;172,7904
1063002;2;28.11.2017;28.11.2017;1898783;660;753;3;23;10,58
1063002;3;28.11.2017;28.11.2017;1898783;660;529;2;1738;575,84
1063002;4;28.11.2017;28.11.2017;1898783;660;2494;4;4,704;2,4
1063003;0;28.11.2017;28.11.2017;499360;200;1808;2;24,225984;12,34768122
1063003;1;28.11.2017;28.11.2017;499360;200;1407;1;21,534208;10,98244608
1063004;0;28.11.2017;28.11.2017;1596694;585;1637;1;16,191;7,443
1063004;1;28.11.2017;28.11.2017;1596694;585;1831;6;819,18;417,6424
1063004;2;28.11.2017;28.11.2017;1596694;585;63;10;148,42;68,2568
1063005;0;28.11.2017;28.11.2017;1866078;470;2153;2;611,7118;281,301
1063006;0;28.11.2017;28.11.2017;1195942;420;1440;2;227,761632;104,7341981
1063007;0;28.11.2017;28.11.2017;1070928;410;187;1;88,0542738;29,17518048
1063007;2;28.11.2017;28.11.2017;1070928;410;1093;2;556,148112;184,2632275
1063008;0;28.11.2017;28.11.2017;1868381;610;182;2;107,1;49,248
1063009;0;28.11.2017;28.11.2017;779669;300;1903;7;2207,249422;731,3054049
1063009;1;28.11.2017;28.11.2017;779669;300;447;1;386,774564;197,1894156
1063009;2;28.11.2017;28.11.2017;779669;300;75;2;26,17668042;12,03644462
1063010;0;28.11.2017;28.11.2017;1410804;470;457;1;439,9;224,28
1063010;1;28.11.2017;28.11.2017;1410804;470;1709;2;63,117;29,025
1063011;0;28.11.2017;28.11.2017;1525823;560;1414;8;409,6;188,368
1063012;0;28.11.2017;28.11.2017;102912;40;2041;1;107,7249264;54,92365986
1063012;1;28.11.2017;28.11.2017;102912;40;468;2;470,3583;216,312264
1063012;2;28.11.2017;28.11.2017;102912;40;94;2;72,6138618;37,01798652
1063012;3;28.11.2017;28.11.2017;102912;40;459;4;709,21623;361,57152
1063012;4;28.11.2017;28.11.2017;102912;40;2091;7;945,3807675;434,7458702
1063013;0;28.11.2017;28.11.2017;1676111;590;2108;1;416,56;212,3718
1063014;0;28.11.2017;28.11.2017;1904956;540;443;2;698;320,98
1063014;1;28.11.2017;28.11.2017;1904956;540;1419;10;412,8;189,84
1063014;2;28.11.2017;28.11.2017;1904956;540;1577;4;197,1;65,304
1064000;0;29.11.2017;29.11.2017;1026976;390;166;1;79,954434;36,76560192
1064000;1;29.11.2017;29.11.2017;1026976;390;1628;1;9,33249654;4,29335154
1064001;0;29.11.2017;29.11.2017;1476383;510;2493;1;39,984;20,384
1064002;0;29.11.2017;29.11.2017;2079681;470;437;6;999,8;509,72
1064002;1;29.11.2017;29.11.2017;2079681;470;1545;2;428,8;197,184
1064002;2;29.11.2017;29.11.2017;2079681;470;110;6;109,0518;50,1512
1064002;3;29.11.2017;29.11.2017;2079681;470;1719;7;63,117;29,025
1064002;4;29.11.2017;29.11.2017;2079681;470;436;1;738;376,26
1064002;5;29.11.2017;29.11.2017;2079681;470;1433;2;492,8;226,624
1064002;6;29.11.2017;29.11.2017;2079681;470;1677;1;4,491;2,286
1064003;0;29.11.2017;29.11.2017;1361282;450;1696;2;15,291;5,067
1064003;1;29.11.2017;29.11.2017;1361282;450;540;1;4998;1655,94
1064003;2;29.11.2017;29.11.2017;1361282;450;1613;1;98,991;50,472
1064004;0;29.11.2017;29.11.2017;1433402;510;91;2;122,9918;40,7458
1064004;1;29.11.2017;29.11.2017;1433402;510;2468;6;25,4118;12,956
1064005;0;29.11.2017;29.11.2017;1427081;590;1522;2;608;201,44
1064005;1;29.11.2017;29.11.2017;1427081;590;1716;6;63,117;29,025
1064005;2;29.11.2017;29.11.2017;1427081;590;480;8;558;256,6
1064005;3;29.11.2017;29.11.2017;1427081;590;1438;2;464;213,376
1064006;0;29.11.2017;29.11.2017;1665150;430;1526;3;380,8;175,12
1064006;1;29.11.2017;29.11.2017;1665150;430;2052;6;114,7918;58,5234
1064007;0;29.11.2017;29.11.2017;1679892;585;1647;2;161,991;74,493
1064008;0;29.11.2017;29.11.2017;443025;200;938;6;167,41296;85,3467888
1064008;1;29.11.2017;29.11.2017;443025;200;707;1;153,88464;78,4473456
1064008;2;29.11.2017;29.11.2017;443025;200;561;1;235,05456;119,8440048
1064009;0;29.11.2017;29.11.2017;987049;400;1587;1;12,08722914;5,55649722
1064009;1;29.11.2017;29.11.2017;987049;400;1655;2;194,8402211;64,55480688
1064010;0;29.11.2017;05.12.2017;283266;999999;680;5;297,69544;136,8885756
1064010;1;29.11.2017;05.12.2017;283266;999999;107;5;139,9319982;64,3525153
1064011;0;29.11.2017;29.11.2017;516615;255;630;4;424,45104;195,1967472
1064011;1;29.11.2017;29.11.2017;516615;255;1446;3;390,968448;179,7913728
1064011;2;29.11.2017;29.11.2017;516615;255;1446;1;390,968448;179,7913728
1064012;0;29.11.2017;05.12.2017;64191;999999;1613;2;130,7968083;66,6886536
1064012;1;29.11.2017;05.12.2017;64191;999999;1705;1;8,1814896;3,7577772
1064012;2;29.11.2017;05.12.2017;64191;999999;2157;6;140,7422334;71,75795318
1064013;0;29.11.2017;29.11.2017;2016432;570;1052;1;815,1;270,062
1064014;0;29.11.2017;29.11.2017;1834017;470;1600;2;52,092;23,958
1064014;1;29.11.2017;29.11.2017;1834017;470;426;1;999,8;509,72
1064014;2;29.11.2017;29.11.2017;1834017;470;308;2;450;206,937
1064014;4;29.11.2017;29.11.2017;1834017;470;1615;2;260,991;86,472
1064015;0;29.11.2017;29.11.2017;942034;370;1780;1;28,891098;14,72774112
1064016;0;29.11.2017;29.11.2017;1217668;590;1442;5;846,4;280,432
1064016;1;29.11.2017;29.11.2017;1217668;590;1302;2;123,5;56,797
1064016;2;29.11.2017;29.11.2017;1217668;590;2101;1;719,55;330,8946
1064017;0;29.11.2017;29.11.2017;854531;310;5;1;14,95505045;7,6265904
1064018;0;29.11.2017;29.11.2017;300879;100;1382;3;20,51018928;10,45013648
1064018;1;29.11.2017;29.11.2017;300879;100;1550;1;574,86016;264,3535507
1064018;2;29.11.2017;29.11.2017;300879;100;65;3;190,4480914;87,58507806
1064018;3;29.11.2017;29.11.2017;300879;100;446;1;564,466483;287,7893676
1064018;4;29.11.2017;29.11.2017;300879;100;1689;1;5,75116794;2,93332662
1064018;5;29.11.2017;29.11.2017;300879;100;1651;1;184,7649315;84,96253521
1064018;6;29.11.2017;29.11.2017;300879;100;2090;1;1551,994115;514,2098468
1064019;0;29.11.2017;29.11.2017;808439;330;2183;1;517,2145611;237,8456215
1065000;0;30.11.2017;30.11.2017;175604;35;682;6;359,4616;165,299474
1065000;1;30.11.2017;30.11.2017;175604;35;2;1;14,07688629;7,17390202
1065000;3;30.11.2017;30.11.2017;175604;35;1505;8;486,3304;223,6485496
1065000;4;30.11.2017;30.11.2017;175604;35;86;2;108,3562633;49,82719258
1065001;0;30.11.2017;30.11.2017;1928556;550;1628;1;12,501;5,751
1065002;0;30.11.2017;30.11.2017;1249194;610;295;2;251,1;128,016
1065002;1;30.11.2017;30.11.2017;1249194;610;2105;1;1209,5;400,734
1065002;2;30.11.2017;30.11.2017;1249194;610;340;3;1638;753,26
1065002;3;30.11.2017;30.11.2017;1249194;610;1491;3;366,4;168,496
1065002;4;30.11.2017;30.11.2017;1249194;610;47;1;122,959;62,689
1065002;5;30.11.2017;30.11.2017;1249194;610;1539;2;496;228,096
1065002;6;30.11.2017;30.11.2017;1249194;610;64;2;148,42;68,2568
1065003;0;30.11.2017;30.11.2017;1435040;530;1605;1;260,991;86,472
1065003;1;30.11.2017;30.11.2017;1435040;530;2099;1;211,15;107,6496
1065004;0;30.11.2017;03.12.2017;623176;999999;458;1;388,04821;197,838759
1065004;1;30.11.2017;03.12.2017;623176;999999;1907;3;193,7639996;98,78856725
1065005;0;30.11.2017;30.11.2017;526351;200;447;1;388,04821;197,838759
1065005;1;30.11.2017;30.11.2017;526351;200;966;1;202,4214075;93,0809334
1065005;2;30.11.2017;30.11.2017;526351;200;2515;2;4,523572;2,3090472
1065006;0;30.11.2017;30.11.2017;1917815;430;662;1;472;156,38
1065006;1;30.11.2017;30.11.2017;1917815;430;1706;9;7,992;3,672
1065007;0;30.11.2017;30.11.2017;319156;72;1540;1;783,38368;259,5473824
1065008;0;30.11.2017;30.11.2017;1955600;470;436;1;738;376,26
1065009;0;30.11.2017;30.11.2017;537505;230;1963;1;2214,51788;733,7135886
1065010;0;30.11.2017;30.11.2017;715892;300;1628;2;10,55021895;4,85355645
1065010;1;30.11.2017;30.11.2017;715892;300;1048;7;468,476645;155,2116885
1065010;2;30.11.2017;30.11.2017;715892;300;418;2;455,648605;232,305677
1065011;0;30.11.2017;30.11.2017;2027271;540;1538;3;448;206,016
1065012;0;30.11.2017;03.12.2017;1631553;999999;1527;1;428,8;197,184
1065012;1;30.11.2017;03.12.2017;1631553;999999;710;3;242;111,28
1065012;2;30.11.2017;03.12.2017;1631553;999999;1542;5;528;242,816
1065013;0;30.11.2017;30.11.2017;1440677;540;1404;6;52,784;24,272
1065013;1;30.11.2017;30.11.2017;1440677;540;419;1;738;376,26
1065014;0;30.11.2017;30.11.2017;459576;240;1640;3;17,38621395;5,7574269
1065014;1;30.11.2017;30.11.2017;459576;240;2110;5;1020,757525;338,1994593
1065014;2;30.11.2017;30.11.2017;459576;240;1597;2;43,9630434;20,2193541
1065015;0;30.11.2017;30.11.2017;1332645;570;553;1;1398;642,88
1065015;1;30.11.2017;30.11.2017;1332645;570;1669;3;6,201;2,853
1065015;2;30.11.2017;30.11.2017;1332645;570;2199;8;277,98;127,8298
1065016;0;30.11.2017;30.11.2017;1609940;510;96;3;55,268;28,1752
1065017;0;30.11.2017;30.11.2017;1110869;390;158;3;735,1178171;338,0570258
1065018;0;30.11.2017;30.11.2017;2053007;470;426;2;999,8;509,72
1065019;0;30.11.2017;30.11.2017;1432289;480;848;3;31,2;15,9
1065019;1;30.11.2017;30.11.2017;1432289;480;1227;1;1284,4;425,542
1065020;0;30.11.2017;30.11.2017;1400659;550;527;7;198;100,94
1065020;1;30.11.2017;30.11.2017;1400659;550;1492;2;382,4;175,856
1065020;2;30.11.2017;30.11.2017;1400659;550;882;2;26;13,26
1065020;3;30.11.2017;30.11.2017;1400659;550;142;8;269,991;137,646
1065020;4;30.11.2017;30.11.2017;1400659;550;78;8;33,251;15,293
1065020;5;30.11.2017;30.11.2017;1400659;550;27;3;163,918;75,3826
1066000;0;01.12.2017;01.12.2017;2067283;470;154;3;422,973;194,508
1066000;1;01.12.2017;01.12.2017;2067283;470;1218;7;829,4;381,407
1066001;0;01.12.2017;01.12.2017;1331581;510;1582;7;16,191;7,443
1066001;1;01.12.2017;01.12.2017;1331581;510;1603;1;98,991;50,472
1066001;2;01.12.2017;01.12.2017;1331581;510;2489;1;23,984;12,224
1066002;0;01.12.2017;01.12.2017;2046020;590;1796;5;38,7;19,728
1066002;1;01.12.2017;01.12.2017;2046020;590;24;1;163,918;75,3826
1066002;3;01.12.2017;01.12.2017;2046020;590;361;6;778;396,64
1066002;4;01.12.2017;01.12.2017;2046020;590;1427;10;368;169,232
1066002;5;01.12.2017;01.12.2017;2046020;590;1227;1;1284,4;425,542
1066002;6;01.12.2017;01.12.2017;2046020;590;1297;2;32,5;14,95
1066003;0;01.12.2017;01.12.2017;1480328;440;77;1;31,119;14,309
1066003;1;01.12.2017;01.12.2017;1480328;440;369;4;1398;642,88
1066004;0;01.12.2017;01.12.2017;472899;230;52;9;137,9551026;63,4407186
1066004;1;01.12.2017;01.12.2017;472899;230;397;8;1176,2772;540,919232
1066004;2;01.12.2017;01.12.2017;472899;230;2508;1;6,3811776;3,2579008
1066004;3;01.12.2017;01.12.2017;472899;230;1621;1;9,8368074;5,0130612
1066005;0;01.12.2017;01.12.2017;1065726;410;56;3;179,952608;59,62146036
1066005;1;01.12.2017;01.12.2017;1065726;410;91;10;91,18612052;30,20893612
1066005;2;01.12.2017;01.12.2017;1065726;410;113;1;151,9809205;50,35633284
1066006;0;01.12.2017;01.12.2017;1092743;390;1661;1;3,66993;1,868328
1066007;0;01.12.2017;01.12.2017;1740305;550;2133;2;106,518;54,3086
1066008;0;01.12.2017;01.12.2017;1781458;590;114;5;204,9918;67,9206
1066008;1;01.12.2017;01.12.2017;1781458;590;2161;1;133,66;68,142
1066008;2;01.12.2017;01.12.2017;1781458;590;1703;1;4,851;2,475
1066009;0;01.12.2017;01.12.2017;1222179;585;423;2;1198;550,92
1066009;1;01.12.2017;01.12.2017;1222179;585;1731;4;65,205;29,988
1066009;2;01.12.2017;01.12.2017;1222179;585;459;7;539,8;275,2
1066010;0;01.12.2017;01.12.2017;164663;40;1696;3;20,1902364;6,6904668
1066010;1;01.12.2017;01.12.2017;164663;40;1251;2;102,9740348;52,4911816
1066010;2;01.12.2017;01.12.2017;164663;40;1353;2;57,0201536;26,2178624
1066011;0;01.12.2017;01.12.2017;1213665;630;1731;6;65,205;29,988
1066011;1;01.12.2017;01.12.2017;1213665;630;657;7;298;137,04
1066012;0;01.12.2017;01.12.2017;366554;72;1548;7;547,925952;251,963543
1066012;1;01.12.2017;01.12.2017;366554;72;2031;1;703,0224693;232,926206
1066013;0;01.12.2017;01.12.2017;1247459;450;1574;2;53,991;24,831
1066014;0;01.12.2017;01.12.2017;1579864;610;42;2;190,24;87,4858
1067000;0;02.12.2017;02.12.2017;799630;290;422;2;1630,6332;540,26294
1067000;1;02.12.2017;02.12.2017;799630;290;435;3;454,27186;231,603764
1067000;2;02.12.2017;02.12.2017;799630;290;183;2;82,54134;37,9614438
1067000;3;02.12.2017;02.12.2017;799630;290;61;4;124,880588;57,43127152
1067001;0;02.12.2017;02.12.2017;2079458;540;1974;2;106,5918;54,3414
1067001;1;02.12.2017;02.12.2017;2079458;540;1695;1;4,482;2,286
1067001;2;02.12.2017;02.12.2017;2079458;540;70;6;39,319;18,081
1067001;3;02.12.2017;02.12.2017;2079458;540;2468;1;25,4118;12,956
1067002;0;02.12.2017;06.12.2017;1990290;999999;1441;7;320;147,152
1067002;1;02.12.2017;06.12.2017;1990290;999999;1658;1;98,991;50,472
1067003;0;02.12.2017;02.12.2017;535643;240;2509;4;5,4657344;2,7867168
1067003;1;02.12.2017;02.12.2017;535643;240;1059;3;369,71116;170,0124426
1067003;2;02.12.2017;02.12.2017;535643;240;1720;1;53,1066438;24,421635
1067004;0;02.12.2017;02.12.2017;397736;72;2507;2;9,76379328;4,98489024
1067004;1;02.12.2017;02.12.2017;397736;72;1720;3;81,25808814;37,3673655
1067005;0;02.12.2017;02.12.2017;1452545;605;462;1;1738;575,84
1067005;1;02.12.2017;02.12.2017;1452545;605;342;7;1198;550,92
1067005;2;02.12.2017;02.12.2017;1452545;605;307;1;332,1;152,721
1067006;0;02.12.2017;02.12.2017;535737;190;1013;1;252,67242;83,7100446
1067006;1;02.12.2017;02.12.2017;535737;190;2000;7;65,53816052;33,41418164
1067007;0;02.12.2017;02.12.2017;1513835;440;2108;3;416,56;212,3718
1067008;0;02.12.2017;02.12.2017;1604314;550;1663;2;6,201;2,853
1067008;1;02.12.2017;02.12.2017;1604314;550;1649;5;233,991;77,526
1067008;2;02.12.2017;02.12.2017;1604314;550;458;6;459,8;234,42
1067008;3;02.12.2017;02.12.2017;1604314;550;128;6;129,06;65,799
1067008;4;02.12.2017;02.12.2017;1604314;550;96;10;55,268;28,1752
1067008;5;02.12.2017;02.12.2017;1604314;550;1783;3;38,7;19,728
1067009;0;02.12.2017;02.12.2017;798979;290;452;3;370,13186;188,709192
1067009;1;02.12.2017;02.12.2017;798979;290;623;1;4205,3172;1393,307916
1067009;2;02.12.2017;02.12.2017;798979;290;1163;2;929,747;427,5523616
1067009;3;02.12.2017;02.12.2017;798979;290;160;8;832,9784274;383,059971
1067010;0;02.12.2017;02.12.2017;1868490;450;1990;9;163,9918;75,4154
1067011;0;02.12.2017;02.12.2017;1625762;510;1584;7;8,991;4,581
1067012;0;02.12.2017;02.12.2017;1522292;430;1596;2;11,394;5,238
1067013;0;02.12.2017;02.12.2017;1848915;560;2058;1;114,7918;58,5234
1067013;1;02.12.2017;02.12.2017;1848915;560;1581;4;197,1;65,304
1067013;2;02.12.2017;02.12.2017;1848915;560;1408;5;846,4;280,432
1067013;3;02.12.2017;02.12.2017;1848915;560;1555;2;588,8;195,088
1067013;4;02.12.2017;02.12.2017;1848915;560;1289;4;101,387;51,688
1067013;5;02.12.2017;02.12.2017;1848915;560;426;1;999,8;509,72
1067014;0;02.12.2017;06.12.2017;779029;999999;52;2;137,9551026;63,4407186
1067014;1;02.12.2017;06.12.2017;779029;999999;670;7;329,8288;151,670764
1067015;0;02.12.2017;02.12.2017;1727135;585;2188;2;364,9;167,8048
1067016;0;02.12.2017;02.12.2017;1981655;650;409;1;652;332,4
1067016;1;02.12.2017;02.12.2017;1981655;650;1675;4;6,201;2,853
1067017;0;02.12.2017;06.12.2017;565547;999999;436;5;620,9532;316,585164
1067017;1;02.12.2017;06.12.2017;565547;999999;1107;5;391,58756;180,0755866
1067018;0;02.12.2017;05.12.2017;827225;999999;437;6;841,23172;428,878408
1067018;1;02.12.2017;05.12.2017;827225;999999;1624;3;165,83994;54,9467856
1067018;2;02.12.2017;05.12.2017;827225;999999;581;3;772,4052;255,920224
1067018;3;02.12.2017;05.12.2017;827225;999999;455;2;1546,4932;512,378944
1067019;0;02.12.2017;02.12.2017;115267;35;183;3;129,53124;59,5724868
1067020;0;02.12.2017;02.12.2017;1909442;660;1704;1;6,291;3,204
1067020;1;02.12.2017;02.12.2017;1909442;660;50;10;163,959;75,399
1067021;0;02.12.2017;02.12.2017;186983;50;426;5;1320,13592;673,034288
1067021;1;02.12.2017;02.12.2017;186983;50;1580;7;260,25084;86,2274016
1067021;2;02.12.2017;02.12.2017;186983;50;2091;6;950,09382;436,9132298
1067022;0;02.12.2017;02.12.2017;1231652;470;1976;2;737,18;339,0044
1067023;0;02.12.2017;02.12.2017;349515;100;69;2;27,12053224;13,82946564
1067023;2;02.12.2017;02.12.2017;349515;100;1455;5;597,36288;274,7045299
1067024;0;02.12.2017;02.12.2017;573380;200;579;2;385,3612;196,4669
1067024;1;02.12.2017;02.12.2017;573380;200;429;1;1009,51172;464,234036
1067024;2;02.12.2017;02.12.2017;573380;200;1668;2;5,2932474;2,6958456
1067025;0;02.12.2017;02.12.2017;2065348;630;1465;2;318,4;146,416
1067025;1;02.12.2017;02.12.2017;2065348;630;1670;5;8,091;3,717
1068000;0;03.12.2017;03.12.2017;202006;100;141;1;347,5918132;177,2082133
1068001;0;03.12.2017;03.12.2017;1524220;570;98;1;98,4;45,2476
1068001;1;03.12.2017;03.12.2017;1524220;570;519;1;1238;410,18
1068001;2;03.12.2017;03.12.2017;1524220;570;108;7;109,0518;50,1512
1069000;0;04.12.2017;04.12.2017;1683440;630;455;5;1838;608,96
1069000;1;04.12.2017;04.12.2017;1683440;630;1026;4;257,4;118,365
1069000;2;04.12.2017;04.12.2017;1683440;630;2148;3;364,9;167,8048
1069001;0;04.12.2017;04.12.2017;1883297;510;1575;1;54,891;25,245
1069001;1;04.12.2017;04.12.2017;1883297;510;144;6;269,991;137,646
1069002;0;04.12.2017;04.12.2017;1733845;470;1439;2;481,6;221,472
1069002;1;04.12.2017;04.12.2017;1733845;470;2088;1;416,56;212,3718
1069002;2;04.12.2017;04.12.2017;1733845;470;90;2;122,9918;40,7458
1069003;0;04.12.2017;04.12.2017;714842;300;653;4;229,24704;105,4199256
1069004;0;04.12.2017;04.12.2017;1448078;500;122;3;251,991;115,884
1069004;1;04.12.2017;04.12.2017;1448078;500;1293;1;773,5;256,282
1069004;2;04.12.2017;04.12.2017;1448078;500;82;2;33,251;15,293
1069005;0;04.12.2017;04.12.2017;1036563;410;4;5;13,07735606;6,6690272
1069006;0;04.12.2017;09.12.2017;1574480;999999;1736;1;25,2;12,852
1069006;1;04.12.2017;09.12.2017;1574480;999999;922;10;1,9;0,96
1069007;0;04.12.2017;04.12.2017;1163907;400;1654;1;173,0035858;57,31962336
1069008;0;04.12.2017;04.12.2017;213219;90;765;2;75,898691;38,6969286
1069009;0;04.12.2017;04.12.2017;280168;100;455;7;2328,91142;771,6071264
1069009;1;04.12.2017;04.12.2017;280168;100;106;4;138,1784453;63,54608401
1069009;2;04.12.2017;04.12.2017;280168;100;1582;2;20,51545419;9,43095087
1069009;3;04.12.2017;04.12.2017;280168;100;1621;4;14,81354919;7,54932222
1069009;4;04.12.2017;04.12.2017;280168;100;2033;8;187,0120939;85,99917223
1069009;5;04.12.2017;04.12.2017;280168;100;1442;7;1072,464976;355,3325829
1069010;0;04.12.2017;04.12.2017;305123;80;69;9;26,69226452;13,61108078
1069011;0;04.12.2017;04.12.2017;521750;200;418;1;455,038518;231,9946332
1069011;1;04.12.2017;04.12.2017;521750;200;17;7;75,98780838;34,94264294
1070000;0;05.12.2017;10.12.2017;1525224;999999;2107;3;648,62;298,275
1070000;1;05.12.2017;10.12.2017;1525224;999999;1645;5;52,092;23,958
1070001;0;05.12.2017;05.12.2017;1192829;400;231;6;381,181635;175,2899589
1070002;0;05.12.2017;05.12.2017;1217411;560;2102;8;648,62;298,275
1070002;1;05.12.2017;05.12.2017;1217411;560;1580;6;197,1;65,304
1070003;0;05.12.2017;10.12.2017;1667657;999999;423;1;1198;550,92
1070003;1;05.12.2017;10.12.2017;1667657;999999;438;3;1838;608,96
1070003;2;05.12.2017;10.12.2017;1667657;999999;759;2;23,8;12,14
1070003;3;05.12.2017;10.12.2017;1667657;999999;423;8;1198;550,92
1070004;0;05.12.2017;05.12.2017;1706013;465;1703;3;4,851;2,475
1070004;1;05.12.2017;05.12.2017;1706013;465;322;1;332,1;152,721
1070004;2;05.12.2017;05.12.2017;1706013;465;644;2;158;80,56
1070004;3;05.12.2017;05.12.2017;1706013;465;1669;3;6,201;2,853
1070005;0;05.12.2017;05.12.2017;1035117;380;1451;7;319,17728;146,7739104
1070006;0;05.12.2017;10.12.2017;1158449;999999;67;4;15,68032823;7,9958077
1070006;1;05.12.2017;10.12.2017;1158449;999999;66;10;15,68032823;7,9958077
1070007;0;05.12.2017;05.12.2017;1331812;550;1586;2;11,394;5,238
1070007;1;05.12.2017;05.12.2017;1331812;550;1621;1;11,691;5,958
1070008;0;05.12.2017;10.12.2017;2046385;999999;62;4;148,42;68,2568
