Date;26.04.2025;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Date;DateKey;Year;YearQuarter;YearQuarterNumber;Quarter;YearMonth;YearMonthShort;YearMonthNumber;Month;MonthShort;MonthNumber;DayofWeek;DayofWeekShort;DayofWeekNumber;WorkingDay;WorkingDayNumber
28.06.2017;20170628;2017;Q2-2017;8070;Q2;01.06.2017;01.06.2017;24210;June;Jun;6;Wednesday;Wed;4;1;626
29.06.2017;20170629;2017;Q2-2017;8070;Q2;01.06.2017;01.06.2017;24210;June;Jun;6;Thursday;Thu;5;1;627
30.06.2017;20170630;2017;Q2-2017;8070;Q2;01.06.2017;01.06.2017;24210;June;Jun;6;Friday;Fri;6;1;628
01.07.2017;20170701;2017;Q3-2017;8071;Q3;01.07.2017;01.07.2017;24211;July;Jul;7;Saturday;Sat;7;0;628
02.07.2017;20170702;2017;Q3-2017;8071;Q3;01.07.2017;01.07.2017;24211;July;Jul;7;Sunday;Sun;1;0;628
03.07.2017;20170703;2017;Q3-2017;8071;Q3;01.07.2017;01.07.2017;24211;July;Jul;7;Monday;Mon;2;1;629
04.07.2017;20170704;2017;Q3-2017;8071;Q3;01.07.2017;01.07.2017;24211;July;Jul;7;Tuesday;Tue;3;0;629
05.07.2017;20170705;2017;Q3-2017;8071;Q3;01.07.2017;01.07.2017;24211;July;Jul;7;Wednesday;Wed;4;1;630
06.07.2017;20170706;2017;Q3-2017;8071;Q3;01.07.2017;01.07.2017;24211;July;Jul;7;Thursday;Thu;5;1;631
07.07.2017;20170707;2017;Q3-2017;8071;Q3;01.07.2017;01.07.2017;24211;July;Jul;7;Friday;Fri;6;1;632
08.07.2017;20170708;2017;Q3-2017;8071;Q3;01.07.2017;01.07.2017;24211;July;Jul;7;Saturday;Sat;7;0;632
09.07.2017;20170709;2017;Q3-2017;8071;Q3;01.07.2017;01.07.2017;24211;July;Jul;7;Sunday;Sun;1;0;632
10.07.2017;20170710;2017;Q3-2017;8071;Q3;01.07.2017;01.07.2017;24211;July;Jul;7;Monday;Mon;2;1;633
11.07.2017;20170711;2017;Q3-2017;8071;Q3;01.07.2017;01.07.2017;24211;July;Jul;7;Tuesday;Tue;3;1;634
12.07.2017;20170712;2017;Q3-2017;8071;Q3;01.07.2017;01.07.2017;24211;July;Jul;7;Wednesday;Wed;4;1;635
13.07.2017;20170713;2017;Q3-2017;8071;Q3;01.07.2017;01.07.2017;24211;July;Jul;7;Thursday;Thu;5;1;636
14.07.2017;20170714;2017;Q3-2017;8071;Q3;01.07.2017;01.07.2017;24211;July;Jul;7;Friday;Fri;6;1;637
15.07.2017;20170715;2017;Q3-2017;8071;Q3;01.07.2017;01.07.2017;24211;July;Jul;7;Saturday;Sat;7;0;637
16.07.2017;20170716;2017;Q3-2017;8071;Q3;01.07.2017;01.07.2017;24211;July;Jul;7;Sunday;Sun;1;0;637
17.07.2017;20170717;2017;Q3-2017;8071;Q3;01.07.2017;01.07.2017;24211;July;Jul;7;Monday;Mon;2;1;638
18.07.2017;20170718;2017;Q3-2017;8071;Q3;01.07.2017;01.07.2017;24211;July;Jul;7;Tuesday;Tue;3;1;639
19.07.2017;20170719;2017;Q3-2017;8071;Q3;01.07.2017;01.07.2017;24211;July;Jul;7;Wednesday;Wed;4;1;640
20.07.2017;20170720;2017;Q3-2017;8071;Q3;01.07.2017;01.07.2017;24211;July;Jul;7;Thursday;Thu;5;1;641
21.07.2017;20170721;2017;Q3-2017;8071;Q3;01.07.2017;01.07.2017;24211;July;Jul;7;Friday;Fri;6;1;642
22.07.2017;20170722;2017;Q3-2017;8071;Q3;01.07.2017;01.07.2017;24211;July;Jul;7;Saturday;Sat;7;0;642
23.07.2017;20170723;2017;Q3-2017;8071;Q3;01.07.2017;01.07.2017;24211;July;Jul;7;Sunday;Sun;1;0;642
24.07.2017;20170724;2017;Q3-2017;8071;Q3;01.07.2017;01.07.2017;24211;July;Jul;7;Monday;Mon;2;1;643
25.07.2017;20170725;2017;Q3-2017;8071;Q3;01.07.2017;01.07.2017;24211;July;Jul;7;Tuesday;Tue;3;1;644
26.07.2017;20170726;2017;Q3-2017;8071;Q3;01.07.2017;01.07.2017;24211;July;Jul;7;Wednesday;Wed;4;1;645
27.07.2017;20170727;2017;Q3-2017;8071;Q3;01.07.2017;01.07.2017;24211;July;Jul;7;Thursday;Thu;5;1;646
28.07.2017;20170728;2017;Q3-2017;8071;Q3;01.07.2017;01.07.2017;24211;July;Jul;7;Friday;Fri;6;1;647
29.07.2017;20170729;2017;Q3-2017;8071;Q3;01.07.2017;01.07.2017;24211;July;Jul;7;Saturday;Sat;7;0;647
30.07.2017;20170730;2017;Q3-2017;8071;Q3;01.07.2017;01.07.2017;24211;July;Jul;7;Sunday;Sun;1;0;647
31.07.2017;20170731;2017;Q3-2017;8071;Q3;01.07.2017;01.07.2017;24211;July;Jul;7;Monday;Mon;2;1;648
01.08.2017;20170801;2017;Q3-2017;8071;Q3;01.08.2017;01.08.2017;24212;August;Aug;8;Tuesday;Tue;3;1;649
02.08.2017;20170802;2017;Q3-2017;8071;Q3;01.08.2017;01.08.2017;24212;August;Aug;8;Wednesday;Wed;4;1;650
03.08.2017;20170803;2017;Q3-2017;8071;Q3;01.08.2017;01.08.2017;24212;August;Aug;8;Thursday;Thu;5;1;651
04.08.2017;20170804;2017;Q3-2017;8071;Q3;01.08.2017;01.08.2017;24212;August;Aug;8;Friday;Fri;6;1;652
05.08.2017;20170805;2017;Q3-2017;8071;Q3;01.08.2017;01.08.2017;24212;August;Aug;8;Saturday;Sat;7;0;652
06.08.2017;20170806;2017;Q3-2017;8071;Q3;01.08.2017;01.08.2017;24212;August;Aug;8;Sunday;Sun;1;0;652
07.08.2017;20170807;2017;Q3-2017;8071;Q3;01.08.2017;01.08.2017;24212;August;Aug;8;Monday;Mon;2;1;653
08.08.2017;20170808;2017;Q3-2017;8071;Q3;01.08.2017;01.08.2017;24212;August;Aug;8;Tuesday;Tue;3;1;654
09.08.2017;20170809;2017;Q3-2017;8071;Q3;01.08.2017;01.08.2017;24212;August;Aug;8;Wednesday;Wed;4;1;655
10.08.2017;20170810;2017;Q3-2017;8071;Q3;01.08.2017;01.08.2017;24212;August;Aug;8;Thursday;Thu;5;1;656
11.08.2017;20170811;2017;Q3-2017;8071;Q3;01.08.2017;01.08.2017;24212;August;Aug;8;Friday;Fri;6;1;657
12.08.2017;20170812;2017;Q3-2017;8071;Q3;01.08.2017;01.08.2017;24212;August;Aug;8;Saturday;Sat;7;0;657
13.08.2017;20170813;2017;Q3-2017;8071;Q3;01.08.2017;01.08.2017;24212;August;Aug;8;Sunday;Sun;1;0;657
14.08.2017;20170814;2017;Q3-2017;8071;Q3;01.08.2017;01.08.2017;24212;August;Aug;8;Monday;Mon;2;1;658
15.08.2017;20170815;2017;Q3-2017;8071;Q3;01.08.2017;01.08.2017;24212;August;Aug;8;Tuesday;Tue;3;1;659
16.08.2017;20170816;2017;Q3-2017;8071;Q3;01.08.2017;01.08.2017;24212;August;Aug;8;Wednesday;Wed;4;1;660
17.08.2017;20170817;2017;Q3-2017;8071;Q3;01.08.2017;01.08.2017;24212;August;Aug;8;Thursday;Thu;5;1;661
18.08.2017;20170818;2017;Q3-2017;8071;Q3;01.08.2017;01.08.2017;24212;August;Aug;8;Friday;Fri;6;1;662
19.08.2017;20170819;2017;Q3-2017;8071;Q3;01.08.2017;01.08.2017;24212;August;Aug;8;Saturday;Sat;7;0;662
20.08.2017;20170820;2017;Q3-2017;8071;Q3;01.08.2017;01.08.2017;24212;August;Aug;8;Sunday;Sun;1;0;662
21.08.2017;20170821;2017;Q3-2017;8071;Q3;01.08.2017;01.08.2017;24212;August;Aug;8;Monday;Mon;2;1;663
22.08.2017;20170822;2017;Q3-2017;8071;Q3;01.08.2017;01.08.2017;24212;August;Aug;8;Tuesday;Tue;3;1;664
23.08.2017;20170823;2017;Q3-2017;8071;Q3;01.08.2017;01.08.2017;24212;August;Aug;8;Wednesday;Wed;4;1;665
24.08.2017;20170824;2017;Q3-2017;8071;Q3;01.08.2017;01.08.2017;24212;August;Aug;8;Thursday;Thu;5;1;666
25.08.2017;20170825;2017;Q3-2017;8071;Q3;01.08.2017;01.08.2017;24212;August;Aug;8;Friday;Fri;6;1;667
26.08.2017;20170826;2017;Q3-2017;8071;Q3;01.08.2017;01.08.2017;24212;August;Aug;8;Saturday;Sat;7;0;667
27.08.2017;20170827;2017;Q3-2017;8071;Q3;01.08.2017;01.08.2017;24212;August;Aug;8;Sunday;Sun;1;0;667
28.08.2017;20170828;2017;Q3-2017;8071;Q3;01.08.2017;01.08.2017;24212;August;Aug;8;Monday;Mon;2;1;668
29.08.2017;20170829;2017;Q3-2017;8071;Q3;01.08.2017;01.08.2017;24212;August;Aug;8;Tuesday;Tue;3;1;669
30.08.2017;20170830;2017;Q3-2017;8071;Q3;01.08.2017;01.08.2017;24212;August;Aug;8;Wednesday;Wed;4;1;670
31.08.2017;20170831;2017;Q3-2017;8071;Q3;01.08.2017;01.08.2017;24212;August;Aug;8;Thursday;Thu;5;1;671
01.09.2017;20170901;2017;Q3-2017;8071;Q3;01.09.2017;01.09.2017;24213;September;Sep;9;Friday;Fri;6;1;672
02.09.2017;20170902;2017;Q3-2017;8071;Q3;01.09.2017;01.09.2017;24213;September;Sep;9;Saturday;Sat;7;0;672
03.09.2017;20170903;2017;Q3-2017;8071;Q3;01.09.2017;01.09.2017;24213;September;Sep;9;Sunday;Sun;1;0;672
04.09.2017;20170904;2017;Q3-2017;8071;Q3;01.09.2017;01.09.2017;24213;September;Sep;9;Monday;Mon;2;0;672
05.09.2017;20170905;2017;Q3-2017;8071;Q3;01.09.2017;01.09.2017;24213;September;Sep;9;Tuesday;Tue;3;1;673
06.09.2017;20170906;2017;Q3-2017;8071;Q3;01.09.2017;01.09.2017;24213;September;Sep;9;Wednesday;Wed;4;1;674
07.09.2017;20170907;2017;Q3-2017;8071;Q3;01.09.2017;01.09.2017;24213;September;Sep;9;Thursday;Thu;5;1;675
08.09.2017;20170908;2017;Q3-2017;8071;Q3;01.09.2017;01.09.2017;24213;September;Sep;9;Friday;Fri;6;1;676
09.09.2017;20170909;2017;Q3-2017;8071;Q3;01.09.2017;01.09.2017;24213;September;Sep;9;Saturday;Sat;7;0;676
10.09.2017;20170910;2017;Q3-2017;8071;Q3;01.09.2017;01.09.2017;24213;September;Sep;9;Sunday;Sun;1;0;676
11.09.2017;20170911;2017;Q3-2017;8071;Q3;01.09.2017;01.09.2017;24213;September;Sep;9;Monday;Mon;2;1;677
12.09.2017;20170912;2017;Q3-2017;8071;Q3;01.09.2017;01.09.2017;24213;September;Sep;9;Tuesday;Tue;3;1;678
13.09.2017;20170913;2017;Q3-2017;8071;Q3;01.09.2017;01.09.2017;24213;September;Sep;9;Wednesday;Wed;4;1;679
14.09.2017;20170914;2017;Q3-2017;8071;Q3;01.09.2017;01.09.2017;24213;September;Sep;9;Thursday;Thu;5;1;680
15.09.2017;20170915;2017;Q3-2017;8071;Q3;01.09.2017;01.09.2017;24213;September;Sep;9;Friday;Fri;6;1;681
16.09.2017;20170916;2017;Q3-2017;8071;Q3;01.09.2017;01.09.2017;24213;September;Sep;9;Saturday;Sat;7;0;681
17.09.2017;20170917;2017;Q3-2017;8071;Q3;01.09.2017;01.09.2017;24213;September;Sep;9;Sunday;Sun;1;0;681
18.09.2017;20170918;2017;Q3-2017;8071;Q3;01.09.2017;01.09.2017;24213;September;Sep;9;Monday;Mon;2;1;682
19.09.2017;20170919;2017;Q3-2017;8071;Q3;01.09.2017;01.09.2017;24213;September;Sep;9;Tuesday;Tue;3;1;683
20.09.2017;20170920;2017;Q3-2017;8071;Q3;01.09.2017;01.09.2017;24213;September;Sep;9;Wednesday;Wed;4;1;684
21.09.2017;20170921;2017;Q3-2017;8071;Q3;01.09.2017;01.09.2017;24213;September;Sep;9;Thursday;Thu;5;1;685
22.09.2017;20170922;2017;Q3-2017;8071;Q3;01.09.2017;01.09.2017;24213;September;Sep;9;Friday;Fri;6;1;686
23.09.2017;20170923;2017;Q3-2017;8071;Q3;01.09.2017;01.09.2017;24213;September;Sep;9;Saturday;Sat;7;0;686
24.09.2017;20170924;2017;Q3-2017;8071;Q3;01.09.2017;01.09.2017;24213;September;Sep;9;Sunday;Sun;1;0;686
25.09.2017;20170925;2017;Q3-2017;8071;Q3;01.09.2017;01.09.2017;24213;September;Sep;9;Monday;Mon;2;1;687
26.09.2017;20170926;2017;Q3-2017;8071;Q3;01.09.2017;01.09.2017;24213;September;Sep;9;Tuesday;Tue;3;1;688
27.09.2017;20170927;2017;Q3-2017;8071;Q3;01.09.2017;01.09.2017;24213;September;Sep;9;Wednesday;Wed;4;1;689
28.09.2017;20170928;2017;Q3-2017;8071;Q3;01.09.2017;01.09.2017;24213;September;Sep;9;Thursday;Thu;5;1;690
29.09.2017;20170929;2017;Q3-2017;8071;Q3;01.09.2017;01.09.2017;24213;September;Sep;9;Friday;Fri;6;1;691
30.09.2017;20170930;2017;Q3-2017;8071;Q3;01.09.2017;01.09.2017;24213;September;Sep;9;Saturday;Sat;7;0;691
01.10.2017;20171001;2017;Q4-2017;8072;Q4;01.10.2017;01.10.2017;24214;October;Oct;10;Sunday;Sun;1;0;691
02.10.2017;20171002;2017;Q4-2017;8072;Q4;01.10.2017;01.10.2017;24214;October;Oct;10;Monday;Mon;2;1;692
03.10.2017;20171003;2017;Q4-2017;8072;Q4;01.10.2017;01.10.2017;24214;October;Oct;10;Tuesday;Tue;3;1;693
04.10.2017;20171004;2017;Q4-2017;8072;Q4;01.10.2017;01.10.2017;24214;October;Oct;10;Wednesday;Wed;4;1;694
05.10.2017;20171005;2017;Q4-2017;8072;Q4;01.10.2017;01.10.2017;24214;October;Oct;10;Thursday;Thu;5;1;695
06.10.2017;20171006;2017;Q4-2017;8072;Q4;01.10.2017;01.10.2017;24214;October;Oct;10;Friday;Fri;6;1;696
07.10.2017;20171007;2017;Q4-2017;8072;Q4;01.10.2017;01.10.2017;24214;October;Oct;10;Saturday;Sat;7;0;696
08.10.2017;20171008;2017;Q4-2017;8072;Q4;01.10.2017;01.10.2017;24214;October;Oct;10;Sunday;Sun;1;0;696
09.10.2017;20171009;2017;Q4-2017;8072;Q4;01.10.2017;01.10.2017;24214;October;Oct;10;Monday;Mon;2;0;696
10.10.2017;20171010;2017;Q4-2017;8072;Q4;01.10.2017;01.10.2017;24214;October;Oct;10;Tuesday;Tue;3;1;697
11.10.2017;20171011;2017;Q4-2017;8072;Q4;01.10.2017;01.10.2017;24214;October;Oct;10;Wednesday;Wed;4;1;698
12.10.2017;20171012;2017;Q4-2017;8072;Q4;01.10.2017;01.10.2017;24214;October;Oct;10;Thursday;Thu;5;1;699
13.10.2017;20171013;2017;Q4-2017;8072;Q4;01.10.2017;01.10.2017;24214;October;Oct;10;Friday;Fri;6;1;700
14.10.2017;20171014;2017;Q4-2017;8072;Q4;01.10.2017;01.10.2017;24214;October;Oct;10;Saturday;Sat;7;0;700
15.10.2017;20171015;2017;Q4-2017;8072;Q4;01.10.2017;01.10.2017;24214;October;Oct;10;Sunday;Sun;1;0;700
16.10.2017;20171016;2017;Q4-2017;8072;Q4;01.10.2017;01.10.2017;24214;October;Oct;10;Monday;Mon;2;1;701
17.10.2017;20171017;2017;Q4-2017;8072;Q4;01.10.2017;01.10.2017;24214;October;Oct;10;Tuesday;Tue;3;1;702
18.10.2017;20171018;2017;Q4-2017;8072;Q4;01.10.2017;01.10.2017;24214;October;Oct;10;Wednesday;Wed;4;1;703
19.10.2017;20171019;2017;Q4-2017;8072;Q4;01.10.2017;01.10.2017;24214;October;Oct;10;Thursday;Thu;5;1;704
20.10.2017;20171020;2017;Q4-2017;8072;Q4;01.10.2017;01.10.2017;24214;October;Oct;10;Friday;Fri;6;1;705
21.10.2017;20171021;2017;Q4-2017;8072;Q4;01.10.2017;01.10.2017;24214;October;Oct;10;Saturday;Sat;7;0;705
22.10.2017;20171022;2017;Q4-2017;8072;Q4;01.10.2017;01.10.2017;24214;October;Oct;10;Sunday;Sun;1;0;705
23.10.2017;20171023;2017;Q4-2017;8072;Q4;01.10.2017;01.10.2017;24214;October;Oct;10;Monday;Mon;2;1;706
24.10.2017;20171024;2017;Q4-2017;8072;Q4;01.10.2017;01.10.2017;24214;October;Oct;10;Tuesday;Tue;3;1;707
25.10.2017;20171025;2017;Q4-2017;8072;Q4;01.10.2017;01.10.2017;24214;October;Oct;10;Wednesday;Wed;4;1;708
26.10.2017;20171026;2017;Q4-2017;8072;Q4;01.10.2017;01.10.2017;24214;October;Oct;10;Thursday;Thu;5;1;709
27.10.2017;20171027;2017;Q4-2017;8072;Q4;01.10.2017;01.10.2017;24214;October;Oct;10;Friday;Fri;6;1;710
28.10.2017;20171028;2017;Q4-2017;8072;Q4;01.10.2017;01.10.2017;24214;October;Oct;10;Saturday;Sat;7;0;710
29.10.2017;20171029;2017;Q4-2017;8072;Q4;01.10.2017;01.10.2017;24214;October;Oct;10;Sunday;Sun;1;0;710
30.10.2017;20171030;2017;Q4-2017;8072;Q4;01.10.2017;01.10.2017;24214;October;Oct;10;Monday;Mon;2;1;711
31.10.2017;20171031;2017;Q4-2017;8072;Q4;01.10.2017;01.10.2017;24214;October;Oct;10;Tuesday;Tue;3;1;712
01.11.2017;20171101;2017;Q4-2017;8072;Q4;01.11.2017;01.11.2017;24215;November;Nov;11;Wednesday;Wed;4;1;713
02.11.2017;20171102;2017;Q4-2017;8072;Q4;01.11.2017;01.11.2017;24215;November;Nov;11;Thursday;Thu;5;1;714
03.11.2017;20171103;2017;Q4-2017;8072;Q4;01.11.2017;01.11.2017;24215;November;Nov;11;Friday;Fri;6;1;715
04.11.2017;20171104;2017;Q4-2017;8072;Q4;01.11.2017;01.11.2017;24215;November;Nov;11;Saturday;Sat;7;0;715
05.11.2017;20171105;2017;Q4-2017;8072;Q4;01.11.2017;01.11.2017;24215;November;Nov;11;Sunday;Sun;1;0;715
06.11.2017;20171106;2017;Q4-2017;8072;Q4;01.11.2017;01.11.2017;24215;November;Nov;11;Monday;Mon;2;1;716
07.11.2017;20171107;2017;Q4-2017;8072;Q4;01.11.2017;01.11.2017;24215;November;Nov;11;Tuesday;Tue;3;1;717
08.11.2017;20171108;2017;Q4-2017;8072;Q4;01.11.2017;01.11.2017;24215;November;Nov;11;Wednesday;Wed;4;1;718
09.11.2017;20171109;2017;Q4-2017;8072;Q4;01.11.2017;01.11.2017;24215;November;Nov;11;Thursday;Thu;5;1;719
10.11.2017;20171110;2017;Q4-2017;8072;Q4;01.11.2017;01.11.2017;24215;November;Nov;11;Friday;Fri;6;0;719
11.11.2017;20171111;2017;Q4-2017;8072;Q4;01.11.2017;01.11.2017;24215;November;Nov;11;Saturday;Sat;7;0;719
12.11.2017;20171112;2017;Q4-2017;8072;Q4;01.11.2017;01.11.2017;24215;November;Nov;11;Sunday;Sun;1;0;719
13.11.2017;20171113;2017;Q4-2017;8072;Q4;01.11.2017;01.11.2017;24215;November;Nov;11;Monday;Mon;2;1;720
14.11.2017;20171114;2017;Q4-2017;8072;Q4;01.11.2017;01.11.2017;24215;November;Nov;11;Tuesday;Tue;3;1;721
15.11.2017;20171115;2017;Q4-2017;8072;Q4;01.11.2017;01.11.2017;24215;November;Nov;11;Wednesday;Wed;4;1;722
16.11.2017;20171116;2017;Q4-2017;8072;Q4;01.11.2017;01.11.2017;24215;November;Nov;11;Thursday;Thu;5;1;723
17.11.2017;20171117;2017;Q4-2017;8072;Q4;01.11.2017;01.11.2017;24215;November;Nov;11;Friday;Fri;6;1;724
18.11.2017;20171118;2017;Q4-2017;8072;Q4;01.11.2017;01.11.2017;24215;November;Nov;11;Saturday;Sat;7;0;724
19.11.2017;20171119;2017;Q4-2017;8072;Q4;01.11.2017;01.11.2017;24215;November;Nov;11;Sunday;Sun;1;0;724
20.11.2017;20171120;2017;Q4-2017;8072;Q4;01.11.2017;01.11.2017;24215;November;Nov;11;Monday;Mon;2;1;725
21.11.2017;20171121;2017;Q4-2017;8072;Q4;01.11.2017;01.11.2017;24215;November;Nov;11;Tuesday;Tue;3;1;726
22.11.2017;20171122;2017;Q4-2017;8072;Q4;01.11.2017;01.11.2017;24215;November;Nov;11;Wednesday;Wed;4;1;727
23.11.2017;20171123;2017;Q4-2017;8072;Q4;01.11.2017;01.11.2017;24215;November;Nov;11;Thursday;Thu;5;0;727
24.11.2017;20171124;2017;Q4-2017;8072;Q4;01.11.2017;01.11.2017;24215;November;Nov;11;Friday;Fri;6;1;728
25.11.2017;20171125;2017;Q4-2017;8072;Q4;01.11.2017;01.11.2017;24215;November;Nov;11;Saturday;Sat;7;0;728
26.11.2017;20171126;2017;Q4-2017;8072;Q4;01.11.2017;01.11.2017;24215;November;Nov;11;Sunday;Sun;1;0;728
27.11.2017;20171127;2017;Q4-2017;8072;Q4;01.11.2017;01.11.2017;24215;November;Nov;11;Monday;Mon;2;1;729
28.11.2017;20171128;2017;Q4-2017;8072;Q4;01.11.2017;01.11.2017;24215;November;Nov;11;Tuesday;Tue;3;1;730
29.11.2017;20171129;2017;Q4-2017;8072;Q4;01.11.2017;01.11.2017;24215;November;Nov;11;Wednesday;Wed;4;1;731
30.11.2017;20171130;2017;Q4-2017;8072;Q4;01.11.2017;01.11.2017;24215;November;Nov;11;Thursday;Thu;5;1;732
01.12.2017;20171201;2017;Q4-2017;8072;Q4;01.12.2017;01.12.2017;24216;December;Dec;12;Friday;Fri;6;1;733
02.12.2017;20171202;2017;Q4-2017;8072;Q4;01.12.2017;01.12.2017;24216;December;Dec;12;Saturday;Sat;7;0;733
03.12.2017;20171203;2017;Q4-2017;8072;Q4;01.12.2017;01.12.2017;24216;December;Dec;12;Sunday;Sun;1;0;733
04.12.2017;20171204;2017;Q4-2017;8072;Q4;01.12.2017;01.12.2017;24216;December;Dec;12;Monday;Mon;2;1;734
05.12.2017;20171205;2017;Q4-2017;8072;Q4;01.12.2017;01.12.2017;24216;December;Dec;12;Tuesday;Tue;3;1;735
06.12.2017;20171206;2017;Q4-2017;8072;Q4;01.12.2017;01.12.2017;24216;December;Dec;12;Wednesday;Wed;4;1;736
07.12.2017;20171207;2017;Q4-2017;8072;Q4;01.12.2017;01.12.2017;24216;December;Dec;12;Thursday;Thu;5;1;737
08.12.2017;20171208;2017;Q4-2017;8072;Q4;01.12.2017;01.12.2017;24216;December;Dec;12;Friday;Fri;6;1;738
09.12.2017;20171209;2017;Q4-2017;8072;Q4;01.12.2017;01.12.2017;24216;December;Dec;12;Saturday;Sat;7;0;738
10.12.2017;20171210;2017;Q4-2017;8072;Q4;01.12.2017;01.12.2017;24216;December;Dec;12;Sunday;Sun;1;0;738
11.12.2017;20171211;2017;Q4-2017;8072;Q4;01.12.2017;01.12.2017;24216;December;Dec;12;Monday;Mon;2;1;739
12.12.2017;20171212;2017;Q4-2017;8072;Q4;01.12.2017;01.12.2017;24216;December;Dec;12;Tuesday;Tue;3;1;740
13.12.2017;20171213;2017;Q4-2017;8072;Q4;01.12.2017;01.12.2017;24216;December;Dec;12;Wednesday;Wed;4;1;741
14.12.2017;20171214;2017;Q4-2017;8072;Q4;01.12.2017;01.12.2017;24216;December;Dec;12;Thursday;Thu;5;1;742
15.12.2017;20171215;2017;Q4-2017;8072;Q4;01.12.2017;01.12.2017;24216;December;Dec;12;Friday;Fri;6;1;743
16.12.2017;20171216;2017;Q4-2017;8072;Q4;01.12.2017;01.12.2017;24216;December;Dec;12;Saturday;Sat;7;0;743
17.12.2017;20171217;2017;Q4-2017;8072;Q4;01.12.2017;01.12.2017;24216;December;Dec;12;Sunday;Sun;1;0;743
18.12.2017;20171218;2017;Q4-2017;8072;Q4;01.12.2017;01.12.2017;24216;December;Dec;12;Monday;Mon;2;1;744
19.12.2017;20171219;2017;Q4-2017;8072;Q4;01.12.2017;01.12.2017;24216;December;Dec;12;Tuesday;Tue;3;1;745
20.12.2017;20171220;2017;Q4-2017;8072;Q4;01.12.2017;01.12.2017;24216;December;Dec;12;Wednesday;Wed;4;1;746
21.12.2017;20171221;2017;Q4-2017;8072;Q4;01.12.2017;01.12.2017;24216;December;Dec;12;Thursday;Thu;5;1;747
22.12.2017;20171222;2017;Q4-2017;8072;Q4;01.12.2017;01.12.2017;24216;December;Dec;12;Friday;Fri;6;1;748
23.12.2017;20171223;2017;Q4-2017;8072;Q4;01.12.2017;01.12.2017;24216;December;Dec;12;Saturday;Sat;7;0;748
24.12.2017;20171224;2017;Q4-2017;8072;Q4;01.12.2017;01.12.2017;24216;December;Dec;12;Sunday;Sun;1;0;748
25.12.2017;20171225;2017;Q4-2017;8072;Q4;01.12.2017;01.12.2017;24216;December;Dec;12;Monday;Mon;2;0;748
26.12.2017;20171226;2017;Q4-2017;8072;Q4;01.12.2017;01.12.2017;24216;December;Dec;12;Tuesday;Tue;3;1;749
27.12.2017;20171227;2017;Q4-2017;8072;Q4;01.12.2017;01.12.2017;24216;December;Dec;12;Wednesday;Wed;4;1;750
28.12.2017;20171228;2017;Q4-2017;8072;Q4;01.12.2017;01.12.2017;24216;December;Dec;12;Thursday;Thu;5;1;751
29.12.2017;20171229;2017;Q4-2017;8072;Q4;01.12.2017;01.12.2017;24216;December;Dec;12;Friday;Fri;6;1;752
30.12.2017;20171230;2017;Q4-2017;8072;Q4;01.12.2017;01.12.2017;24216;December;Dec;12;Saturday;Sat;7;0;752
31.12.2017;20171231;2017;Q4-2017;8072;Q4;01.12.2017;01.12.2017;24216;December;Dec;12;Sunday;Sun;1;0;752
01.01.2018;20180101;2018;Q1-2018;8073;Q1;01.01.2018;01.01.2018;24217;January;Jan;1;Monday;Mon;2;0;752
02.01.2018;20180102;2018;Q1-2018;8073;Q1;01.01.2018;01.01.2018;24217;January;Jan;1;Tuesday;Tue;3;1;753
03.01.2018;20180103;2018;Q1-2018;8073;Q1;01.01.2018;01.01.2018;24217;January;Jan;1;Wednesday;Wed;4;1;754
04.01.2018;20180104;2018;Q1-2018;8073;Q1;01.01.2018;01.01.2018;24217;January;Jan;1;Thursday;Thu;5;1;755
05.01.2018;20180105;2018;Q1-2018;8073;Q1;01.01.2018;01.01.2018;24217;January;Jan;1;Friday;Fri;6;1;756
06.01.2018;20180106;2018;Q1-2018;8073;Q1;01.01.2018;01.01.2018;24217;January;Jan;1;Saturday;Sat;7;0;756
07.01.2018;20180107;2018;Q1-2018;8073;Q1;01.01.2018;01.01.2018;24217;January;Jan;1;Sunday;Sun;1;0;756
08.01.2018;20180108;2018;Q1-2018;8073;Q1;01.01.2018;01.01.2018;24217;January;Jan;1;Monday;Mon;2;1;757
09.01.2018;20180109;2018;Q1-2018;8073;Q1;01.01.2018;01.01.2018;24217;January;Jan;1;Tuesday;Tue;3;1;758
10.01.2018;20180110;2018;Q1-2018;8073;Q1;01.01.2018;01.01.2018;24217;January;Jan;1;Wednesday;Wed;4;1;759
11.01.2018;20180111;2018;Q1-2018;8073;Q1;01.01.2018;01.01.2018;24217;January;Jan;1;Thursday;Thu;5;1;760
12.01.2018;20180112;2018;Q1-2018;8073;Q1;01.01.2018;01.01.2018;24217;January;Jan;1;Friday;Fri;6;1;761
13.01.2018;20180113;2018;Q1-2018;8073;Q1;01.01.2018;01.01.2018;24217;January;Jan;1;Saturday;Sat;7;0;761
14.01.2018;20180114;2018;Q1-2018;8073;Q1;01.01.2018;01.01.2018;24217;January;Jan;1;Sunday;Sun;1;0;761
15.01.2018;20180115;2018;Q1-2018;8073;Q1;01.01.2018;01.01.2018;24217;January;Jan;1;Monday;Mon;2;0;761
16.01.2018;20180116;2018;Q1-2018;8073;Q1;01.01.2018;01.01.2018;24217;January;Jan;1;Tuesday;Tue;3;1;762
